cpu_temp, gpu_temp, mem_usage, cpu_usage, gpu_usage
0.000000, 48.319796, 0.251911, 0.000000, 6.208273
0.000000, 48.792079, 0.252236, 0.000000, 7.265895
0.000000, 48.176605, 0.251864, 0.000000, 7.894444
0.000000, 46.387832, 0.252298, 0.000000, 10.064267
0.000000, 46.000000, 0.251446, 0.000000, 7.342465
0.000000, 46.000000, 0.251185, 0.000000, 6.030555
0.000000, 45.944680, 0.251838, 0.000000, 6.538235
0.000000, 46.148000, 0.251917, 0.000000, 6.584905
0.000000, 46.659836, 0.252653, 0.000000, 6.997175
0.000000, 47.096774, 0.254869, 0.000000, 7.456824
0.000000, 47.504201, 0.263069, 0.000000, 8.034782
0.000000, 47.829545, 0.280035, 0.000000, 7.751366
0.000000, 47.451505, 0.291967, 0.000000, 6.356047
0.000000, 46.381974, 0.295444, 0.000000, 5.655893
0.000000, 46.020887, 0.294778, 0.000000, 6.449775
0.000000, 45.235772, 0.295314, 0.000000, 7.894117
0.000000, 44.794029, 0.295235, 0.000000, 7.047308
0.000000, 43.293650, 0.291855, 0.000000, 5.262962
0.000000, 43.214932, 0.290953, 0.000000, 4.384015
0.000000, 43.716475, 0.292183, 0.000000, 2.319905
0.000000, 44.639751, 0.292150, 0.000000, 2.424657
0.000000, 45.357575, 0.291239, 0.000000, 1.977324
0.000000, 45.730061, 0.291065, 0.000000, 2.631346
0.000000, 45.705696, 0.290728, 0.000000, 3.026905
0.000000, 44.850847, 0.290916, 0.000000, 3.776805
0.000000, 43.547169, 0.290135, 0.000000, 5.133466
0.000000, 42.843501, 0.289197, 0.000000, 4.126200
0.000000, 43.082105, 0.288518, 0.000000, 3.752559
0.000000, 43.202868, 0.288661, 0.000000, 4.374269
0.000000, 42.507082, 0.289565, 0.000000, 5.947608
0.000000, 42.225519, 0.289395, 0.000000, 7.384074
0.000000, 42.165137, 0.289880, 0.000000, 7.678571
0.000000, 43.340425, 0.293868, 0.000000, 8.119631
0.000000, 44.449152, 0.298533, 0.000000, 7.857758
0.000000, 44.926174, 0.301454, 0.000000, 7.110294
0.000000, 45.744107, 0.301223, 0.000000, 6.194835
0.000000, 46.017543, 0.298527, 0.000000, 6.959798
0.000000, 45.592857, 0.294942, 0.000000, 10.446280
0.000000, 44.711627, 0.294125, 0.000000, 15.343511
0.000000, 44.090909, 0.294053, 0.000000, 15.680851
0.000000, 44.238095, 0.293483, 0.000000, 11.085057
0.000000, 45.256704, 0.295881, 0.000000, 4.723342
0.000000, 45.458646, 0.294709, 0.000000, 4.570532
0.000000, 45.117924, 0.293590, 0.000000, 4.650450
0.000000, 46.016241, 0.291375, 0.000000, 5.153198
0.000000, 46.603621, 0.291488, 0.000000, 4.920741
0.000000, 46.864457, 0.293848, 0.000000, 10.294642
0.000000, 45.455882, 0.293028, 0.000000, 11.808905
0.000000, 44.545657, 0.292863, 0.000000, 13.128593
0.000000, 43.302872, 0.291360, 0.000000, 11.690335
0.000000, 43.041558, 0.291165, 0.000000, 10.353783
0.000000, 43.691449, 0.291653, 0.000000, 8.272108
0.000000, 44.355000, 0.295879, 0.000000, 5.536585
0.000000, 45.678125, 0.296594, 0.000000, 4.962441
0.000000, 46.511864, 0.296942, 0.000000, 5.144670
0.000000, 47.067460, 0.292354, 0.000000, 5.379120
0.000000, 47.639405, 0.291937, 0.000000, 4.690104
0.000000, 48.000000, 0.292062, 0.000000, 4.797402
0.000000, 48.000000, 0.292461, 0.000000, 6.561452
0.000000, 47.461538, 0.292998, 0.000000, 9.647398
0.000000, 46.270742, 0.293972, 0.000000, 10.246951
0.000000, 45.302904, 0.293751, 0.000000, 9.104225
0.000000, 45.011194, 0.294014, 0.000000, 6.190476
0.000000, 44.930000, 0.296027, 0.000000, 5.832608
0.000000, 44.980281, 0.295922, 0.000000, 5.549707
0.000000, 45.337438, 0.295979, 0.000000, 5.076779
0.000000, 45.976588, 0.295067, 0.000000, 4.346889
0.000000, 46.000000, 0.295242, 0.000000, 4.254010
0.000000, 46.065891, 0.294889, 0.000000, 6.655172
0.000000, 45.517786, 0.294972, 0.000000, 9.052117
0.000000, 44.806306, 0.294133, 0.000000, 10.700305
0.000000, 43.946666, 0.290980, 0.000000, 11.788690
0.000000, 43.392561, 0.288332, 0.000000, 11.018404
0.000000, 43.004629, 0.285482, 0.000000, 11.160000
0.000000, 43.159482, 0.284788, 0.000000, 8.188034
0.000000, 43.741312, 0.284475, 0.000000, 6.493573
0.000000, 44.557971, 0.284939, 0.000000, 4.351206
0.000000, 44.965779, 0.285487, 0.000000, 4.518691
0.000000, 45.086956, 0.285093, 0.000000, 9.000000
0.000000, 45.432432, 0.284305, 0.000000, 10.511520
0.000000, 44.618055, 0.284123, 0.000000, 8.215034
0.000000, 44.202479, 0.286031, 0.000000, 7.945578
0.000000, 45.249190, 0.287630, 0.000000, 5.042253
0.000000, 45.090651, 0.288920, 0.000000, 3.280000
0.000000, 44.166666, 0.290328, 0.000000, 3.803532
0.000000, 43.029605, 0.290697, 0.000000, 4.539351
0.000000, 42.571428, 0.290885, 0.000000, 4.831858
0.000000, 42.000000, 0.291519, 0.000000, 5.075757
0.000000, 42.000000, 0.291159, 0.000000, 4.946902
0.000000, 42.000000, 0.291451, 0.000000, 4.686980
0.000000, 41.993031, 0.292594, 0.000000, 4.136986
0.000000, 42.000000, 0.293172, 0.000000, 4.490683
0.000000, 42.000000, 0.293526, 0.000000, 5.843195
0.000000, 42.000000, 0.293601, 0.000000, 6.056149
0.000000, 42.012738, 0.293663, 0.000000, 6.005235
0.000000, 42.009966, 0.293817, 0.000000, 5.803526
0.000000, 42.040880, 0.292458, 0.000000, 4.487614
0.000000, 42.146525, 0.290219, 0.000000, 2.936382
0.000000, 42.332730, 0.291195, 0.000000, 2.830166
0.000000, 42.555843, 0.292902, 0.000000, 2.745642
