cpu_temp, gpu_temp, mem_usage, cpu_usage, gpu_usage
65.755924, 45.964285, 78.575643, 86.531818, 0.000000
65.750572, 45.875000, 79.444290, 84.398850, 0.000000
65.822014, 46.012195, 79.890879, 82.442045, 0.000000
65.828850, 45.901960, 80.426015, 80.744303, 0.019607
66.014962, 46.200000, 80.616446, 79.320253, 0.000000
66.095115, 46.212765, 81.402296, 77.993827, 0.000000
66.120300, 46.065217, 81.702474, 76.777108, 0.000000
66.046052, 46.107692, 81.988853, 75.610989, 0.000000
66.054545, 46.060000, 82.558876, 74.474712, 0.000000
66.449760, 46.515151, 82.791091, 73.490697, 0.000000
66.520681, 46.588235, 83.069487, 72.547619, 0.000000
66.591743, 46.592592, 83.717753, 71.675824, 0.012048
66.540838, 46.655737, 84.197443, 70.851685, 0.000000
66.551487, 46.606060, 84.612222, 70.078651, 0.000000
66.259345, 46.103896, 85.104641, 69.372527, 0.000000
66.341176, 46.262295, 85.365346, 68.704705, 0.000000
66.751824, 46.850000, 85.631563, 68.107228, 0.000000
66.646788, 46.745098, 86.298779, 67.540449, 0.000000
66.772277, 46.854166, 86.752454, 67.034883, 0.021276
66.712230, 46.764705, 87.204237, 66.568181, 0.028571
66.767605, 46.980769, 87.750609, 66.111904, 0.017857
66.962472, 46.951807, 88.064351, 65.626881, 0.000000
66.467625, 46.464788, 88.271626, 65.185882, 0.000000
66.213075, 46.807692, 88.877856, 64.789411, 0.000000
66.710955, 46.920634, 89.409990, 64.413793, 0.000000
66.879146, 47.000000, 89.929204, 64.059302, 0.000000
66.946472, 46.952380, 89.981911, 63.720731, 0.000000
67.000000, 47.064516, 90.773111, 63.392045, 0.000000
67.101204, 47.046875, 90.844409, 63.070238, 0.000000
66.967667, 46.970149, 91.572056, 62.758426, 0.000000
67.092457, 47.241935, 91.924946, 62.477011, 0.000000
67.104878, 47.050632, 92.416414, 62.194047, 0.000000
67.232815, 47.342465, 92.687382, 61.913978, 0.000000
67.104218, 47.186046, 93.464981, 61.667469, 0.000000
67.166666, 47.431372, 93.694444, 61.429411, 0.000000
67.511682, 47.716666, 94.259078, 61.193406, 0.000000
67.226950, 47.680000, 94.640130, 60.966279, 0.000000
67.229007, 47.519230, 94.868734, 60.758750, 0.000000
67.329571, 47.733333, 94.289647, 60.554444, 0.000000
67.157517, 47.477272, 94.284454, 60.344827, 0.000000
66.995133, 47.072727, 94.173184, 60.156043, 0.000000
66.992610, 47.341463, 93.851582, 59.971604, 0.050000
67.009174, 47.377049, 93.813221, 59.793023, 0.000000
67.014150, 47.250000, 93.979502, 59.621686, 0.000000
67.218009, 47.944444, 94.187239, 59.450000, 0.000000
67.279904, 47.508771, 94.112206, 59.279761, 0.000000
67.009153, 47.384615, 93.906934, 59.131395, 0.000000
66.983412, 47.135135, 93.658376, 58.960240, 0.000000
66.955445, 47.256410, 94.269252, 58.834146, 0.000000
67.064903, 47.377358, 94.239002, 58.680681, 0.000000
67.101204, 47.560975, 94.159629, 58.550588, 0.000000
67.271889, 47.746031, 93.797014, 58.417391, 0.000000
66.966426, 46.901639, 94.075469, 58.271910, 0.000000
67.011655, 47.160000, 94.639517, 58.146666, 0.000000
67.228070, 47.568627, 94.649900, 58.023863, 0.000000
67.462287, 47.642857, 94.515301, 57.907142, 0.000000
67.139423, 47.550000, 93.685617, 57.787209, 0.000000
67.501170, 47.861538, 93.761376, 57.675555, 0.000000
67.278301, 47.107692, 94.088032, 57.560465, 0.000000
67.425480, 47.955882, 94.083884, 57.452808, 0.000000
