cpu_temp, gpu_temp, mem_usage, cpu_usage, gpu_usage
64.000000, 47.000000, 0.059996, 18.800000, 0.250000
65.000000, 47.750000, 0.059923, 18.800000, 0.250000
65.000000, 48.000000, 0.062668, 18.800000, 1.200000
65.970588, 48.000000, 0.064325, 18.800000, 1.000000
66.760869, 48.000000, 0.065267, 18.900000, 2.000000
67.000000, 48.000000, 0.064765, 18.900000, 2.250000
67.457142, 48.000000, 0.056304, 18.900000, 0.250000
68.000000, 47.833333, 0.056027, 18.900000, 0.600000
67.677419, 47.200000, 0.060956, 18.900000, 1.333333
67.000000, 47.000000, 0.064560, 19.000000, 0.400000
66.291666, 47.000000, 0.062962, 19.000000, 0.666666
66.178571, 47.000000, 0.060412, 19.000000, 0.500000
66.000000, 47.000000, 0.057908, 19.000000, 2.000000
0.000000, 47.000000, 0.054804, 19.000000, 0.200000
67.000000, 47.000000, 0.056942, 19.018181, 0.000000
67.000000, 47.000000, 0.058239, 19.100000, 0.800000
66.571428, 47.000000, 0.059490, 19.100000, 0.800000
66.571428, 47.000000, 0.061601, 19.100000, 0.000000
66.525000, 47.000000, 0.060330, 19.100000, 0.800000
66.000000, 46.666666, 0.059767, 19.100000, 2.333333
66.000000, 47.000000, 0.049833, 19.200000, 0.400000
66.000000, 47.000000, 0.053704, 19.200000, 2.000000
67.000000, 47.000000, 0.057473, 19.200000, 0.600000
66.606060, 47.000000, 0.056849, 19.200000, 1.250000
66.756756, 47.000000, 0.056201, 19.200000, 0.750000
0.000000, 47.000000, 0.052119, 19.200000, 0.750000
66.640000, 47.000000, 0.056646, 19.300000, 1.000000
66.000000, 47.000000, 0.058262, 19.300000, 1.000000
0.000000, 47.000000, 0.068394, 19.300000, 0.500000
67.000000, 47.000000, 0.062405, 19.300000, 1.500000
66.000000, 47.000000, 0.067233, 19.300000, 0.800000
67.000000, 47.000000, 0.065752, 19.400000, 0.666666
66.146341, 47.000000, 0.067211, 19.400000, 0.571428
66.000000, 47.000000, 0.066494, 19.400000, 0.600000
66.000000, 47.000000, 0.065067, 19.400000, 1.000000
66.000000, 47.000000, 0.056097, 19.400000, 0.666666
66.000000, 47.000000, 0.047155, 19.400000, 1.200000
66.983333, 47.000000, 0.049279, 19.500000, 1.250000
66.214285, 47.000000, 0.054179, 19.500000, 0.600000
66.514285, 47.000000, 0.056024, 19.500000, 0.000000
67.000000, 47.000000, 0.065849, 19.500000, 0.500000
0.000000, 47.000000, 0.061997, 19.500000, 0.600000
67.000000, 47.000000, 0.063281, 19.595652, 0.333333
66.000000, 46.750000, 0.057725, 19.600000, 0.750000
65.000000, 47.000000, 0.054439, 19.600000, 0.250000
66.000000, 47.000000, 0.054370, 19.600000, 0.666666
66.000000, 47.000000, 0.052348, 19.600000, 1.250000
65.784313, 47.000000, 0.057567, 19.600000, 0.800000
65.000000, 46.800000, 0.064492, 19.700000, 0.400000
65.000000, 46.857142, 0.062375, 19.700000, 0.375000
65.714285, 47.000000, 0.061513, 19.700000, 0.200000
65.303030, 47.000000, 0.063075, 19.700000, 1.200000
65.659574, 47.000000, 0.064082, 19.700000, 0.500000
65.885714, 47.000000, 0.063002, 19.771428, 0.444444
66.000000, 47.000000, 0.065453, 19.800000, 0.416666
66.806451, 47.000000, 0.066066, 19.800000, 0.750000
